Year	RK	Player	Team	G	REC	YDS	Y/R	YBC	YBC/R	AIR	AIR/R	YAC	YAC/R	YACON	YACON/R	BRKTKL	TGT	% TM	CATCHABLE	DROP	RZ TGT	10+ YDS	20+ YDS	30+ YDS	40+ YDS	50+ YDS	LNG
2022	82	Anthony Firkser	ATL	8	9	100	11.1	80	8.9	97	10.8	20	2.2	0	0	0	13	3.30%	10	0	1	5	1	0	0	0	22
2022	82	Giovanni Ricci	CAR	11	8	100	12.5	42	5.3	49	6.1	58	7.3	25	3.1	0	9	2.10%	8	0	0	4	1	1	0	0	32
2022	84	Armani Rogers	WAS	9	5	64	12.8	7	1.4	13	2.6	57	11.4	10	2	0	6	1.10%	5	0	0	3	1	0	0	0	23
2022	84	Parker Hesse	ATL	12	9	89	9.9	53	5.9	65	7.2	36	4	4	0.4	0	11	2.80%	10	0	2	2	1	0	0	0	22
2022	84	Kyle Rudolph	TB	5	3	28	9.3	25	8.3	38	12.7	3	1	0	0	0	5	0.70%	4	0	2	1	0	0	0	0	12
2022	87	Grant Calcaterra	PHI	7	5	81	16.2	40	8	81	16.2	41	8.2	19	3.8	1	9	1.80%	6	1	2	4	1	1	1	0	40
2022	88	Tre' McKitty	LAC	13	10	72	7.2	20	2	57	5.7	52	5.2	10	1	0	18	2.60%	12	2	4	2	0	0	0	0	12
2022	88	Andrew Beck	DEN	9	5	69	13.8	22	4.4	46	9.2	47	9.4	9	1.8	0	11	2.00%	7	1	0	2	2	0	0	0	27
2022	90	Tyler Kroft	SF	6	4	57	14.3	43	10.8	70	17.5	14	3.5	2	0.5	0	5	1.00%	4	0	0	2	1	0	0	0	28
2022	90	Nick Vannett	NYG	7	6	55	9.2	23	3.8	31	5.2	32	5.3	1	0.2	0	9	1.80%	6	0	1	2	0	0	0	0	15
2022	92	Charlie Kolar	BAL	1	4	49	12.3	29	7.3	49	12.3	20	5	0	0	0	6	1.30%	4	0	1	3	0	0	0	0	15
2022	92	Stephen Sullivan	CAR	9	2	46	23	25	12.5	87	43.5	21	10.5	0	0	0	6	1.40%	2	0	0	2	1	1	0	0	33
2022	92	Trevon Wesco	CHI	6	2	26	13	14	7	23	11.5	12	6	2	1	0	4	1.10%	3	1	2	1	1	0	0	0	23
2022	95	Chris Manhertz	JAC	8	6	42	7	7	1.2	21	3.5	35	5.8	4	0.7	0	8	1.40%	7	1	1	2	1	0	0	0	21
2022	95	Luke Farrell	JAC	4	4	40	10	4	1	4	1	36	9	16	4	1	4	0.70%	4	0	0	3	0	0	0	0	15
2022	97	Ryan Griffin	CHI	10	4	26	6.5	17	4.3	53	13.3	9	2.3	3	0.8	0	8	2.20%	4	0	2	1	0	0	0	0	18
2022	97	Tyler Davis	GB	11	4	26	6.5	-1	-0.3	27	6.8	27	6.8	3	0.8	0	7	1.30%	4	0	0	1	1	0	0	0	23
2022	97	Ben Ellefson	MIN	2	3	26	8.7	15	5	15	5	11	3.7	0	0	0	3	0.50%	3	0	1	2	0	0	0	0	12
2022	100	Cole Turner	WAS	7	2	23	11.5	16	8	68	34	7	3.5	0	0	0	9	1.70%	4	0	1	1	0	0	0	0	18
2022	100	Jesper Horsted	LV	5	3	19	6.3	13	4.3	26	8.7	6	2	6	2	0	4	0.70%	3	0	0	0	0	0	0	0	9
2022	100	Maxx Williams	ARI	3	3	18	6	12	4	12	4	6	2	0	0	0	3	0.50%	3	0	0	0	0	0	0	0	7
2022	100	Stone Smartt	LAC	3	4	17	4.3	10	2.5	23	5.8	7	1.8	0	0	0	5	0.70%	4	0	0	0	0	0	0	0	8
2022	104	Stephen Anderson	ARI	9	3	9	3	3	1	36	12	6	2	1	0.3	0	7	1.10%	5	2	0	0	0	0	0	0	6
2022	104	Devin Asiasi	CIN	5	2	5	2.5	5	2.5	59	29.5	0	0	0	0	0	4	0.70%	2	0	0	0	0	0	0	0	6
2022	106	Richard Rodgers	LAC	3	1	4	4	1	1	-4	-4	3	3	3	3	1	4	0.60%	1	0	2	0	0	0	0	0	4
