Year	RK	Player	Team	G	ATT	YDS	Y/ATT	YBCON	YBCON/ATT	YACON	YACON/ATT	BRKTKL	TK LOSS	TK LOSS YDS	LNG TD	10+ YDS	20+ YDS	30+ YDS	40+ YDS	50+ YDS	LNG	REC	TGT	RZ TGT	YACON
2025	1	Jonathan Taylor	IND	17	323	1,585	4.9	798	2.5	787	2.4	27	28	-54	83	36	9	5	4	3	83	46	55	4	103
2025	2	Christian McCaffrey	SF	17	311	1,202	3.9	728	2.3	474	1.5	10	30	-73	12	27	3	1	1	0	41	102	129	25	212
2025	3	Bijan Robinson	ATL	17	287	1,478	5.1	812	2.8	666	2.3	22	26	-64	93	36	8	4	2	2	93	79	103	12	209
2025	4	Jahmyr Gibbs	DET	17	243	1,223	5	819	3.4	404	1.7	18	27	-81	78	27	10	6	6	2	78	77	94	12	77
2025	5	James Cook III	BUF	17	309	1,621	5.2	935	3	686	2.2	21	14	-35	64	39	9	5	4	1	64	33	40	3	98
2025	6	Derrick Henry	BAL	17	307	1,595	5.2	866	2.8	729	2.4	13	22	-49	46	36	17	7	4	1	59	15	21	2	57
2025	7	De'Von Achane	MIA	16	238	1,350	5.7	631	2.7	719	3	22	23	-54	59	40	13	6	4	1	59	67	85	9	108
2025	8	Kyren Williams	LAR	17	259	1,252	4.8	737	2.8	515	2	22	12	-31	7	26	6	2	0	0	34	36	50	9	35
2025	9	Travis Etienne Jr.	JAC	17	260	1,107	4.3	562	2.2	545	2.1	10	26	-60	48	26	7	4	3	1	71	36	52	9	121
2025	10	Chase Brown	CIN	17	232	1,019	4.4	525	2.3	494	2.1	16	16	-36	12	24	6	2	0	0	37	69	88	11	124
2025	11	Javonte Williams	DAL	16	252	1,201	4.8	574	2.3	627	2.5	25	13	-27	30	26	6	3	1	1	66	35	51	12	46
2025	12	Josh Jacobs	GB	15	234	929	4	459	2	470	2	16	19	-37	40	23	3	1	1	0	40	36	44	6	101
2025	13	Saquon Barkley	PHI	16	280	1,140	4.1	689	2.5	451	1.6	18	41	-104	65	28	4	3	3	2	65	37	50	6	78
2025	13	D'Andre Swift	CHI	16	223	1,087	4.9	666	3	421	1.9	11	14	-32	22	30	5	0	0	0	25	34	48	1	65
2025	15	Ashton Jeanty	LV	17	266	975	3.7	419	1.6	556	2.1	24	45	-82	64	24	3	2	2	2	64	55	73	10	148
2025	16	Rico Dowdle	CAR	17	236	1,076	4.6	596	2.5	480	2	14	16	-29	5	24	5	2	2	1	53	39	50	4	66
2025	16	Jaylen Warren	PIT	16	211	958	4.5	461	2.2	497	2.4	23	17	-31	45	23	6	4	2	0	45	40	45	5	179
2025	18	Breece Hall	NYJ	16	243	1,065	4.4	618	2.5	447	1.8	12	33	-88	59	26	8	3	1	1	59	36	48	8	96
2025	19	TreVeyon Henderson	NE	17	180	911	5.1	549	3.1	362	2	11	19	-46	69	18	6	4	4	4	69	35	42	4	46
2025	20	Zach Charbonnet	SEA	16	184	730	4	393	2.1	337	1.8	14	20	-45	27	12	5	1	0	0	30	20	24	3	32
2025	20	Kenneth Walker III	SEA	17	221	1,027	4.6	621	2.8	406	1.8	23	26	-57	55	33	10	2	1	1	55	31	36	3	67
2025	22	RJ Harvey	DEN	17	146	540	3.7	281	1.9	262	1.8	7	17	-39	40	8	3	3	2	1	50	47	58	10	119
2025	23	Tony Pollard	TEN	17	242	1,082	4.5	640	2.6	442	1.8	16	18	-30	65	27	6	2	1	1	65	33	41	1	62
2025	24	Kenny Gainwell	PIT	17	114	537	4.7	300	2.6	237	2.1	14	15	-28	6	15	2	2	1	1	55	73	85	15	100
2025	25	Rhamondre Stevenson	NE	14	130	603	4.6	243	1.9	360	2.8	16	16	-38	35	15	7	2	1	1	56	32	37	5	42
2025	26	Quinshon Judkins	CLE	14	230	827	3.6	322	1.4	505	2.2	11	24	-50	46	18	4	4	1	0	46	26	36	0	35
2025	27	David Montgomery	DET	17	158	716	4.5	370	2.3	346	2.2	3	14	-26	35	15	3	3	1	1	72	24	29	2	49
2025	28	Jacory Croskey-Merritt	WAS	17	175	805	4.6	443	2.5	362	2.1	13	17	-35	72	21	3	2	2	1	72	9	13	1	8
2025	29	Kyle Monangai	CHI	17	169	783	4.6	460	2.7	324	1.9	5	17	-41	8	15	3	2	0	0	39	18	30	3	39
2025	30	Kareem Hunt	KC	17	163	611	3.7	290	1.8	321	2	7	6	-7	5	10	1	1	0	0	33	18	25	3	30
2025	30	Woody Marks	HOU	16	196	703	3.6	356	1.8	347	1.8	6	28	-51	18	15	2	0	0	0	23	24	36	8	45
2025	32	Tyrone Tracy Jr.	NYG	15	176	740	4.2	439	2.5	301	1.7	5	12	-20	31	19	3	1	0	0	31	36	48	4	65
2025	33	Jordan Mason	MIN	16	159	758	4.8	373	2.3	385	2.4	13	16	-24	16	22	4	0	0	0	24	14	16	1	17
2025	34	Blake Corum	LAR	17	145	746	5.1	509	3.5	237	1.6	12	10	-26	48	23	5	2	1	0	48	8	14	1	6
2025	35	Tyler Allgeier	ATL	17	143	514	3.6	284	2	230	1.6	9	20	-36	21	14	1	0	0	0	21	14	16	1	20
2025	36	Bucky Irving	TB	10	173	588	3.4	305	1.8	283	1.6	10	21	-53	13	11	1	1	0	0	32	30	35	4	60
2025	37	J.K. Dobbins	DEN	10	153	772	5	398	2.6	374	2.4	9	9	-17	19	21	5	2	1	0	41	11	14	0	7
2025	38	Cam Skattebo	NYG	8	101	410	4.1	218	2.2	192	1.9	7	8	-15	13	10	1	0	0	0	24	24	32	4	54
2025	38	Omarion Hampton	LAC	9	124	545	4.4	336	2.7	209	1.7	15	15	-27	54	14	3	1	1	1	54	32	35	2	54
2025	40	Rachaad White	TB	17	132	572	4.3	373	2.8	199	1.5	9	5	-20	7	13	2	1	0	0	39	40	45	9	73
2025	41	Kimani Vidal	LAC	13	155	643	4.1	276	1.8	367	2.4	3	23	-43	59	13	4	2	1	1	59	16	22	6	72
2025	42	Chuba Hubbard	CAR	15	134	511	3.8	269	2	242	1.8	1	7	-14	3	8	0	0	0	0	14	30	39	6	79
2025	43	Devin Singletary	NYG	17	119	437	3.7	219	1.8	218	1.8	4	8	-22	22	6	2	0	0	0	29	18	19	2	73
2025	43	Aaron Jones Sr.	MIN	12	132	548	4.2	314	2.4	234	1.8	5	10	-22	4	12	1	1	0	0	31	28	41	5	41
2025	45	Chris Rodriguez Jr.	WAS	13	112	500	4.5	167	1.5	333	3	13	10	-17	8	13	2	1	1	0	48	3	4	1	7
2025	46	Sean Tucker	TB	17	86	320	3.7	237	2.8	83	1	5	9	-18	43	7	1	1	1	0	43	8	11	2	6
2025	47	Emanuel Wilson	GB	17	125	496	4	217	1.7	279	2.2	7	9	-32	11	12	0	0	0	0	15	15	17	2	48
2025	48	Bhayshul Tuten	JAC	15	83	307	3.7	137	1.7	170	2	5	8	-15	5	5	0	0	0	0	15	10	14	2	29
2025	49	Ty Johnson	BUF	17	50	200	4	129	2.6	71	1.4	2	3	-5	6	2	1	0	0	0	23	24	33	4	107
2025	50	Nick Chubb	HOU	15	122	506	4.1	251	2.1	255	2.1	5	7	-16	27	9	3	1	0	0	30	13	20	1	13
2025	51	Bam Knight	ARI	12	82	269	3.3	135	1.6	134	1.6	5	11	-15	6	5	0	0	0	0	17	22	31	6	28
2025	52	Isiah Pacheco	KC	13	118	462	3.9	255	2.2	207	1.8	2	7	-13	7	10	0	0	0	0	16	19	26	2	12
2025	52	Alvin Kamara	NO	11	131	471	3.6	282	2.2	189	1.4	7	16	-27	18	10	0	0	0	0	18	33	39	5	23
2025	54	Tyjae Spears	TEN	13	72	283	3.9	186	2.6	97	1.3	4	6	-10	4	6	2	1	1	0	41	45	50	7	111
2025	55	Michael Carter	ARI	13	92	333	3.6	209	2.3	124	1.3	3	11	-18	1	5	2	0	0	0	22	33	45	6	80
2025	56	Samaje Perine	CIN	15	84	382	4.5	192	2.3	190	2.3	4	2	-5	32	9	2	1	0	0	32	17	21	0	33
2025	57	Dylan Sampson	CLE	15	65	175	2.7	75	1.2	100	1.5	6	12	-31	0	3	1	0	0	0	26	33	40	5	68
2025	58	Brian Robinson Jr.	SF	17	92	400	4.3	237	2.6	163	1.8	10	9	-12	18	10	0	0	0	0	19	8	12	4	6
2025	58	Ray Davis	BUF	17	58	275	4.7	145	2.5	130	2.2	3	6	-11	0	9	1	0	0	0	23	10	13	4	11
2025	60	Tank Bigsby	PHI	16	63	356	5.7	188	3	168	2.7	10	4	-7	22	13	2	0	0	0	29	3	4	1	28
2025	61	Isaiah Davis	NYJ	16	43	236	5.5	130	3	106	2.5	2	4	-6	24	6	2	1	1	1	50	21	28	1	24
2025	62	Jeremy McNichols	WAS	17	44	221	5	68	1.5	153	3.5	6	5	-18	60	5	1	1	1	1	60	25	31	1	71
2025	63	Ollie Gordon II	MIA	17	70	199	2.8	81	1.2	118	1.7	6	16	-38	7	5	1	0	0	0	20	7	9	1	15
2025	64	Keaton Mitchell	BAL	13	59	341	5.8	213	3.6	128	2.2	2	5	-11	18	10	4	1	1	1	55	9	12	0	7
2025	65	Emari Demercado	ARI	13	44	312	7.1	194	4.4	118	2.7	4	4	-13	0	9	2	2	2	2	71	13	20	4	9
2025	66	Justice Hill	BAL	10	18	93	5.2	23	1.3	70	3.9	1	4	-18	71	1	1	1	1	1	71	21	27	1	53
2025	67	Jaylen Wright	MIA	11	70	288	4.1	112	1.6	176	2.5	6	10	-29	3	6	1	1	0	0	32	5	9	0	21
2025	67	Devin Neal	NO	9	57	206	3.6	96	1.7	110	1.9	1	4	-6	4	3	1	0	0	0	21	17	19	1	46
2025	69	Malik Davis	DAL	10	52	250	4.8	152	2.9	98	1.9	0	0	0	43	4	3	1	1	0	43	2	5	0	2
2025	70	Brashard Smith	KC	17	44	151	3.4	92	2.1	59	1.3	0	4	-4	0	2	0	0	0	0	14	25	35	6	57
2025	71	Audric Estime	NO	7	46	198	4.3	100	2.2	98	2.1	7	2	-4	32	2	1	1	0	0	32	12	13	0	34
2025	72	Kyle Juszczyk	SF	17	2	-3	-1.5	0	0	0	0	0	2	-3	0	0	0	0	0	0	0	24	28	4	23
2025	73	Kendre Miller	NO	7	47	193	4.1	72	1.5	121	2.6	7	3	-4	18	5	0	0	0	0	18	5	5	0	15
2025	74	Jaleel McLaughlin	DEN	8	37	187	5.1	114	3.1	73	2	2	2	-2	4	5	0	0	0	0	16	4	6	0	14
2025	75	James Conner	ARI	4	32	95	3	39	1.2	56	1.8	3	2	-5	2	1	0	0	0	0	12	8	9	1	23
2025	75	Zavier Scott	MIN	11	32	114	3.6	52	1.6	62	1.9	1	4	-9	0	3	0	0	0	0	11	14	16	3	32
2025	77	Hunter Luepke	DAL	17	16	71	4.4	26	1.6	45	2.8	0	0	0	0	0	0	0	0	0	9	13	15	4	27
2025	78	Jawhar Jordan	HOU	4	43	193	4.5	103	2.4	90	2.1	8	3	-6	0	7	1	1	1	1	50	7	7	0	2
2025	78	Jaret Patterson	LAC	6	41	159	3.9	65	1.6	94	2.3	1	2	-3	2	2	1	0	0	0	22	3	4	0	1
2025	80	Trey Benson	ARI	5	29	160	5.5	88	3	72	2.5	2	3	-4	0	4	2	1	1	1	52	13	16	2	12
2025	81	Antonio Gibson	NE	5	25	106	4.2	52	2.1	54	2.2	2	2	-3	1	3	1	0	0	0	21	2	3	0	3
2025	82	Ameer Abdullah	IND	13	14	60	4.3	28	2	32	2.3	1	0	0	2	1	0	0	0	0	14	16	17	1	20
2025	82	Chris Brooks	GB	17	27	106	3.9	56	2.1	50	1.9	1	2	-7	0	3	0	0	0	0	12	13	17	2	25
2025	84	Jaydon Blue	DAL	5	38	129	3.4	85	2.2	44	1.2	2	7	-18	14	5	1	0	0	0	27	1	1	0	0
2025	84	George Holani	SEA	10	22	73	3.3	36	1.6	37	1.7	3	2	-5	9	0	0	0	0	0	9	2	2	0	3
2025	84	Miles Sanders	DAL	4	20	117	5.9	81	4.1	36	1.8	1	1	-1	4	1	1	1	1	0	49	8	8	1	14
2025	87	Jerome Ford	CLE	13	24	73	3	43	1.8	30	1.3	9	2	-4	0	2	0	0	0	0	12	26	32	5	24
2025	88	Raheem Mostert	LV	12	22	104	4.7	36	1.6	68	3.1	2	3	-7	0	3	1	1	0	0	37	12	12	1	15
2025	88	Raheim Sanders	CLE	5	27	92	3.4	32	1.2	60	2.2	0	1	-1	1	1	0	0	0	0	14	3	4	0	8
2025	90	Tyler Badie	DEN	16	8	23	2.9	8	1	15	1.9	0	1	-3	0	0	0	0	0	0	7	19	31	3	28
2025	91	Rasheen Ali	BAL	15	7	24	3.4	20	2.9	4	0.6	0	0	0	0	0	0	0	0	0	9	9	11	1	25
2025	91	LeQuint Allen Jr.	JAC	17	23	94	4.1	59	2.6	35	1.5	2	0	0	0	2	0	0	0	0	12	10	11	1	15
2025	93	Terrell Jennings	NE	6	23	73	3.2	50	2.2	23	1	1	0	0	3	2	0	0	0	0	11	1	1	0	0
2025	93	Dare Ogunbowale	HOU	17	11	25	2.3	11	1	14	1.3	0	2	-10	5	0	0	0	0	0	9	10	13	3	9
2025	93	C.J. Ham	MIN	11	3	5	1.7	3	1	2	0.7	0	0	0	1	0	0	0	0	0	3	2	2	0	3
2025	96	Braelon Allen	NYJ	4	18	76	4.2	43	2.4	33	1.8	0	2	-3	8	1	0	0	0	0	15	2	3	2	7
2025	97	Kene Nwangwu	NYJ	10	13	49	3.8	24	1.8	25	1.9	0	2	-2	0	1	0	0	0	0	16	0	1	0	0
2025	98	Adam Prentice	DEN	17	10	44	4.4	30	3	14	1.4	0	1	-1	0	1	0	0	0	0	18	6	8	2	4
2025	98	Brittain Brown	CHI	2	5	37	7.4	14	2.8	23	4.6	2	0	0	22	1	1	0	0	0	22	0	1	0	0
2025	98	DJ Giddens	IND	9	26	96	3.7	48	1.8	48	1.8	0	1	-2	0	1	0	0	0	0	12	0	2	1	0
2025	101	Trayveon Williams	CLE	7	10	36	3.6	21	2.1	15	1.5	0	1	-3	0	1	0	0	0	0	11	8	9	2	13
2025	101	Phil Mafah	DAL	1	5	18	3.6	11	2.2	7	1.4	0	0	0	1	0	0	0	0	0	8	2	2	0	6
2025	101	Trevor Etienne	CAR	17	20	94	4.7	48	2.4	46	2.3	1	2	-2	0	3	1	0	0	0	22	3	3	0	3
2025	101	Najee Harris	LAC	3	15	61	4.1	30	2	31	2.1	0	1	-1	0	0	0	0	0	0	7	3	3	0	5
2025	101	Will Shipley	PHI	15	14	49	3.5	28	2	21	1.5	0	2	-3	0	1	1	0	0	0	20	9	12	1	8
2025	106	Austin Ekeler	WAS	3	14	43	3.1	23	1.6	20	1.4	0	1	-1	0	0	0	0	0	0	6	5	7	0	12
2025	106	Kaleb Johnson	PIT	10	28	69	2.5	35	1.3	34	1.2	2	4	-7	0	0	0	0	0	0	9	1	2	0	0
2025	106	British Brooks	HOU	13	17	78	4.6	22	1.3	56	3.3	2	0	0	0	1	1	0	0	0	20	0	0	0	0
2025	109	Corey Kiner	ARI	4	12	58	4.8	29	2.4	29	2.4	1	0	0	0	0	0	0	0	0	9	2	3	1	0
2025	109	Cam Akers	SEA	4	5	19	3.8	12	2.4	7	1.4	0	1	-1	0	1	0	0	0	0	14	0	1	0	0
2025	111	Alec Ingold	MIA	17	2	9	4.5	3	1.5	6	3	1	0	0	0	0	0	0	0	0	6	8	11	0	10
2025	111	AJ Dillon	PHI	7	12	60	5	28	2.3	32	2.7	2	0	0	0	1	0	0	0	0	11	3	3	1	5
2025	111	Hassan Haskins	LAC	13	17	47	2.8	21	1.2	26	1.5	1	0	0	0	1	0	0	0	0	10	4	4	0	5
2025	111	Ty Chandler	MIN	3	17	47	2.8	16	0.9	31	1.8	1	1	-1	0	0	0	0	0	0	5	3	4	2	3
2025	111	Zamir White	LV	5	12	32	2.7	19	1.6	13	1.1	0	1	-5	0	0	0	0	0	0	9	4	6	0	3
2025	111	Khalil Herbert	NYJ	5	16	52	3.3	15	0.9	37	2.3	0	1	-1	0	0	0	0	0	0	7	1	4	0	1
2025	117	Tahj Brooks	CIN	12	16	45	2.8	25	1.6	20	1.3	1	0	0	0	0	0	0	0	0	7	1	2	0	1
2025	117	Evan Hull	NO	6	19	48	2.5	28	1.5	20	1.1	0	1	-2	0	0	0	0	0	0	8	1	1	0	1
2025	117	Ronnie Rivers	LAR	7	9	46	5.1	26	2.9	20	2.2	0	0	0	0	0	0	0	0	0	9	0	0	0	0
2025	120	Julius Chestnut	TEN	17	11	40	3.6	28	2.5	12	1.1	0	1	-1	0	1	1	0	0	0	27	0	2	0	0
2025	120	Nathan Carter	ATL	4	9	60	6.7	34	3.8	26	2.9	0	0	0	0	2	0	0	0	0	12	0	0	0	0
2025	120	Dameon Pierce	KC	5	14	36	2.6	12	0.9	24	1.7	2	0	0	0	1	0	0	0	0	10	0	1	0	0
2025	123	Tyler Goodson	IND	11	9	24	2.7	14	1.6	10	1.1	0	0	0	0	0	0	0	0	0	6	2	3	1	2
2025	123	Reggie Gilliam	BUF	17	2	4	2	0	0	4	2	0	1	-1	0	0	0	0	0	0	5	2	2	0	0
2025	123	D'Ernest Johnson	NE	6	14	25	1.8	16	1.1	9	0.6	1	1	-1	0	0	0	0	0	0	5	0	0	0	0
2025	126	Clyde Edwards-Helaire	KC	2	7	13	1.9	3	0.4	10	1.4	0	2	-3	0	0	0	0	0	0	7	2	2	0	4
2025	126	DeeJay Dallas	JAC	5	3	21	7	18	6	3	1	0	0	0	0	1	0	0	0	0	17	0	1	0	0
2025	126	Jacardia Wright	SEA	1	5	20	4	12	2.4	8	1.6	1	0	0	0	1	0	0	0	0	10	0	0	0	0
2025	126	Roschon Johnson	CHI	6	2	17	8.5	6	3	11	5.5	0	0	0	0	1	0	0	0	0	11	0	0	0	0
2025	130	Jacob Saylors	DET	11	2	11	5.5	5	2.5	6	3	1	0	0	0	0	0	0	0	0	9	0	0	0	0
2025	130	Josh Williams	TB	2	4	11	2.8	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0
2025	130	Patrick Ricard	BAL	12	1	3	3	2	2	1	1	0	0	0	0	0	0	0	0	0	3	1	2	0	1
2025	130	Amar Johnson	LAC	1	2	8	4	3	1.5	5	2.5	0	0	0	0	0	0	0	0	0	6	0	1	0	0
2025	130	Kalel Mullings	TEN	5	3	7	2.3	4	1.3	3	1	0	0	0	0	0	0	0	0	0	4	0	0	0	0
2025	130	Dylan Laube	LV	17	7	9	1.3	3	0.4	6	0.9	0	0	0	0	0	0	0	0	0	3	3	4	0	11
2025	130	Owen Wright	TB	3	3	6	2	0	0	0	0	0	1	-1	0	0	0	0	0	0	4	0	0	0	0
2025	130	Myles Gaskin	SEA	1	3	6	2	2	0.7	4	1.3	0	0	0	0	0	0	0	0	0	3	0	0	0	0
2025	138	Craig Reynolds	NE	6	3	4	1.3	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
2025	138	Sione Vaki	DET	8	1	4	4	2	2	2	2	0	0	0	0	0	0	0	0	0	4	0	0	0	0
2025	138	Kendall Milton	CIN	1	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
2025	138	Ulysses Bentley IV	IND	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025	138	Nyheim Miller-Hines	NO	4	2	-2	-1	-3	-1.5	1	0.5	0	1	-3	0	0	0	0	0	0	1	0	0	0	0
2025	138	Travis Homer	CHI	8	1	-2	-2	0	0	0	0	0	1	-2	0	0	0	0	0	0	0	0	0	0	0
2024	1	Saquon Barkley	PHI	16	345	2,005	5.8	1,328	3.8	677	2	19	33	-80	72	46	17	10	7	6	72	33	43	9	130
2024	2	Derrick Henry	BAL	17	325	1,921	5.9	1,011	3.1	910	2.8	42	26	-55	87	45	19	9	5	3	87	19	22	5	85
2024	3	Jahmyr Gibbs	DET	17	250	1,412	5.6	813	3.3	599	2.4	21	19	-58	70	42	13	4	3	1	70	52	63	11	88
2024	4	Bijan Robinson	ATL	17	304	1,456	4.8	728	2.4	728	2.4	23	23	-66	37	34	5	1	0	0	37	61	72	7	125
2024	5	Josh Jacobs	GB	17	301	1,329	4.4	592	2	737	2.4	35	28	-45	38	33	7	4	0	0	38	36	43	4	142
2024	6	Kyren Williams	LAR	16	316	1,299	4.1	693	2.2	606	1.9	27	28	-55	13	27	2	1	0	0	30	34	40	8	53
2024	7	James Cook III	BUF	16	207	1,009	4.9	530	2.6	479	2.3	14	21	-37	65	21	6	4	4	1	65	32	38	3	43
2024	8	Jonathan Taylor	IND	14	303	1,431	4.7	859	2.8	572	1.9	15	29	-55	70	31	11	4	4	3	70	18	31	3	58
2024	9	De'Von Achane	MIA	17	203	907	4.5	486	2.4	421	2.1	7	36	-73	50	21	5	4	3	2	61	78	87	14	112
2024	10	James Conner	ARI	16	236	1,094	4.6	528	2.2	566	2.4	24	21	-52	6	34	6	2	2	1	53	47	55	5	204
2024	11	Joe Mixon	HOU	14	245	1,016	4.1	540	2.2	468	1.9	19	36	-81	45	28	8	4	2	1	59	36	52	7	110
2024	12	Chase Brown	CIN	16	229	990	4.3	599	2.6	391	1.7	23	19	-40	30	23	8	2	1	0	40	54	65	12	102
2024	13	Chuba Hubbard	CAR	15	250	1,195	4.8	656	2.6	539	2.2	14	15	-28	38	26	8	2	0	0	38	43	54	11	43
2024	14	Bucky Irving	TB	17	207	1,122	5.4	563	2.7	556	2.7	12	16	-36	12	27	8	7	3	2	56	47	52	8	178
2024	14	Alvin Kamara	NO	14	228	950	4.2	548	2.4	402	1.8	13	29	-65	12	25	3	0	0	0	24	68	89	5	118
2024	16	Aaron Jones Sr.	MIN	17	255	1,138	4.5	614	2.4	524	2.1	11	21	-36	34	25	3	3	1	0	41	51	62	17	82
2024	17	David Montgomery	DET	14	185	775	4.2	347	1.9	428	2.3	19	13	-19	16	17	1	0	0	0	21	36	38	3	132
2024	18	Breece Hall	NYJ	16	209	876	4.2	432	2.1	444	2.1	7	21	-53	18	26	3	2	1	0	42	57	76	8	189
2024	19	D'Andre Swift	CHI	17	253	959	3.8	511	2	448	1.8	7	31	-78	56	18	5	3	1	1	56	42	52	0	100
2024	20	Najee Harris	PIT	17	263	1,043	4	502	1.9	541	2.1	22	22	-49	36	29	9	2	0	0	36	36	48	4	93
2024	21	J.K. Dobbins	LAC	13	195	905	4.6	416	2.1	489	2.5	24	18	-33	43	27	6	4	3	1	61	32	38	5	28
2024	21	Tony Pollard	TEN	16	260	1,079	4.2	520	2	559	2.2	22	25	-61	26	30	6	2	1	0	41	41	57	3	60
2024	23	Rico Dowdle	DAL	16	235	1,079	4.6	570	2.4	509	2.2	11	19	-39	4	26	2	0	0	0	27	39	49	5	71
2024	24	Rachaad White	TB	16	144	613	4.3	231	1.6	382	2.7	9	17	-36	7	12	2	2	1	1	56	51	57	10	125
2024	25	Zach Charbonnet	SEA	17	135	569	4.2	270	2	304	2.2	12	15	-17	51	16	3	1	1	1	51	42	52	1	76
2024	26	Tyrone Tracy Jr.	NYG	17	192	839	4.4	511	2.7	328	1.7	6	13	-25	45	18	6	3	2	0	45	38	53	5	69
2024	27	Rhamondre Stevenson	NE	15	207	801	3.9	370	1.8	431	2.1	14	20	-51	33	22	2	2	0	0	33	33	41	9	58
2024	28	Brian Robinson Jr.	WAS	14	187	799	4.3	378	2	421	2.3	10	18	-38	40	19	4	3	2	0	40	20	25	4	58
2024	29	Kenneth Walker III	SEA	11	153	573	3.7	263	1.7	310	2	13	20	-52	23	13	5	0	0	0	28	46	53	8	96
2024	30	Kareem Hunt	KC	13	200	728	3.6	399	2	329	1.6	7	11	-16	6	11	1	0	0	0	20	23	32	10	88
2024	31	Tank Bigsby	JAC	16	168	766	4.6	295	1.8	471	2.8	14	12	-18	65	20	4	2	2	2	65	7	12	0	10
2024	32	Javonte Williams	DEN	17	139	513	3.7	258	1.9	255	1.8	4	17	-36	14	13	1	0	0	0	20	52	70	4	93
2024	33	Jordan Mason	SF	12	153	789	5.2	440	2.9	349	2.3	13	15	-31	10	23	9	2	0	0	38	11	14	2	26
2024	34	Alexander Mattison	LV	14	132	420	3.2	209	1.6	211	1.6	7	17	-30	3	7	1	0	0	0	24	36	48	1	105
2024	35	Ray Davis	BUF	17	113	442	3.9	217	1.9	225	2	6	11	-21	16	11	2	0	0	0	23	17	19	2	16
2024	36	Austin Ekeler	WAS	12	77	367	4.8	231	3	136	1.8	3	6	-8	24	7	4	1	1	1	50	35	41	3	145
2024	36	Jerome Ford	CLE	14	104	565	5.4	345	3.3	220	2.1	5	11	-26	62	13	5	4	2	2	66	37	43	1	71
2024	38	Tyler Allgeier	ATL	17	137	644	4.7	288	2.1	356	2.6	7	11	-18	6	18	4	0	0	0	25	13	13	0	35
2024	39	Travis Etienne Jr.	JAC	15	150	558	3.7	283	1.9	275	1.8	3	17	-41	4	16	2	0	0	0	22	39	52	5	105
2024	40	Jaylen Warren	PIT	15	120	511	4.3	279	2.3	232	1.9	10	12	-21	3	14	1	0	0	0	22	38	47	6	83
2024	41	Ameer Abdullah	LV	15	66	311	4.7	183	2.8	128	1.9	5	3	-7	7	8	1	1	1	0	40	40	47	6	69
2024	41	Justice Hill	BAL	15	47	228	4.9	90	1.9	138	2.9	6	5	-10	51	6	2	1	1	1	51	42	51	8	95
2024	41	Emanuel Wilson	GB	17	103	502	4.9	260	2.5	242	2.3	9	7	-14	21	13	1	0	0	0	21	11	14	2	39
2024	44	Tyjae Spears	TEN	12	84	312	3.7	128	1.5	184	2.2	13	11	-24	11	9	1	0	0	0	23	30	35	2	97
2024	45	Antonio Gibson	NE	17	120	538	4.5	215	1.8	323	2.7	12	15	-28	11	14	4	1	1	0	45	23	29	2	41
2024	46	Isaac Guerendo	SF	16	84	420	5	180	2.1	240	2.9	3	6	-7	15	9	2	2	1	1	76	15	16	0	25
2024	46	Cam Akers	MIN	16	104	444	4.3	226	2.2	218	2.1	7	19	-37	15	16	2	1	1	1	58	14	18	4	19
2024	48	Devin Singletary	NYG	16	113	437	3.9	206	1.8	231	2	10	6	-17	7	10	2	1	1	0	43	21	24	0	29
2024	49	Ty Johnson	BUF	17	41	213	5.2	106	2.6	107	2.6	2	5	-7	3	7	0	0	0	0	19	18	25	6	31
2024	50	Jaleel McLaughlin	DEN	16	113	496	4.4	302	2.7	194	1.7	8	14	-38	1	16	1	0	0	0	21	24	27	3	24
2024	51	Braelon Allen	NYJ	17	92	334	3.6	143	1.6	191	2.1	4	7	-9	20	5	1	0	0	0	20	19	27	1	49
2024	52	Roschon Johnson	CHI	13	55	150	2.7	80	1.5	70	1.3	0	4	-10	1	0	0	0	0	0	9	16	20	2	34
2024	52	Gus Edwards	LAC	11	101	365	3.6	125	1.2	240	2.4	9	6	-17	5	6	1	1	1	0	43	3	5	0	2
2024	54	Sean Tucker	TB	17	50	308	6.2	179	3.6	129	2.6	5	1	-1	5	9	2	2	0	0	36	9	12	0	32
2024	55	Zack Moss	CIN	9	74	242	3.3	166	2.2	76	1	4	6	-11	5	5	0	0	0	0	16	23	27	3	34
2024	56	Nick Chubb	CLE	8	102	332	3.3	170	1.7	162	1.6	4	11	-17	2	5	0	0	0	0	19	5	11	1	4
2024	57	Jeremy McNichols	WAS	17	55	261	4.7	97	1.8	164	3	7	6	-13	27	6	2	0	0	0	28	9	12	2	3
2024	58	Samaje Perine	KC	17	20	92	4.6	54	2.7	38	1.9	0	0	0	2	3	0	0	0	0	13	28	35	3	77
2024	58	Miles Sanders	CAR	11	55	205	3.7	124	2.3	81	1.5	2	6	-14	1	3	1	0	0	0	26	24	30	2	25
2024	60	Raheem Mostert	MIA	13	85	278	3.3	143	1.7	135	1.6	1	14	-27	6	9	1	0	0	0	21	19	23	2	27
